building,subject,rdfs:label_en,level,room ref,equipment count,equipment types,equipment tags,included,not included
SSC,entity:SSC_01-001_Corridor,1.001 CORRIDOR,Level-01,01.001,1,VAV,VAV0009,1,0
SSC,entity:SSC_01-002_Shell-Space,1.002 SHELL SPACE,Level-01,01.002,4,VAV,"VAV0025, VAV0026, VAV0027, VAV0028",4,0
SSC,entity:SSC_01-003_Open-Space,1.003 OPEN SPACE,Level-01,01.003,7,VAV,"VAV0022, VAV0023, VAV0024, VAV0029, VAV0031, VAV0034, VAV0039",7,0
SSC,entity:SSC_01-008_AV-Room,1.008 AV ROOM,Level-01,01.008,2,"FCU, VAV","FCU0004, VAV0037",0,2
SSC,entity:SSC_01-013_Corridor,1.013 CORRIDOR,Level-01,01.013,2,"FCU, VAV","FCU0010, VAV0021",2,0
SSC,entity:SSC_01-014_Shell-Space,1.014 SHELL SPACE,Level-01,01.014,3,VAV,"VAV0002, VAV0003, VAV0004",3,0
SSC,entity:SSC_01-015_Shell-Space,1.015 SHELL SPACE,Level-01,01.015,3,VAV,"VAV0005, VAV0006, VAV0007",3,0
SSC,entity:SSC_01-016_Shell-Space,1.016 SHELL SPACE,Level-01,01.016,1,VAV,VAV0030,1,0
SSC,entity:SSC_01-018_Corridor,1.018 CORRIDOR,Level-01,01.018,1,VAV,VAV0032,1,0
SSC,entity:SSC_01-019_Prayer-Room,1.019 PRAYER ROOM,Level-01,01.019,6,VAV,"VAV0010, VAV0011, VAV0012, VAV0013, VAV0014, VAV0036",6,0
SSC,entity:SSC_01-024_Corridor,1.024 CORRIDOR,Level-01,01.024,1,VAV,VAV0008,1,0
SSC,entity:SSC_01-027_IDF-1,1.027 IDF 1,Level-01,01.027,2,FCU,"FCU0005, FCU0006",0,2
SSC,entity:SSC_01-028_Corridor,1.028 CORRIDOR,Level-01,01.028,1,VAV,VAV0035,1,0
SSC,entity:SSC_01-029_Room-No-42,1.029 ROOM NO 42,Level-01,01.029,1,VAV,VAV0015,1,0
SSC,entity:SSC_01-029_Room-No-43,1.029 ROOM NO 43,Level-01,01.029,1,VAV,VAV0016,1,0
SSC,entity:SSC_01-029_Room-No-44,1.029 ROOM NO 44,Level-01,01.029,1,VAV,VAV0017,1,0
SSC,entity:SSC_01-029_Shell-Space,1.029 SHELL SPACE,Level-01,01.029,4,"FCU, VAV","FCU0009, VAV0018, VAV0019, VAV0020",4,0
SSC,entity:SSC_01-039_IDF-2,1.039 IDF 2,Level-01,01.039,3,"FCU, VAV","FCU0007, FCU0008, VAV0033",1,2
SSC,entity:SSC_01-ST-4_Stair-4,ST-4 STAIR 4,Level-01,01.ST-4,1,VAV,VAV0038,1,0
SSC,entity:SSC_02-001_Foyer,2.001 FOYER,Level-02,02.001,2,VAV,"VAV0044, VAV0045",2,0
SSC,entity:SSC_02-002_Lobby,2.002 LOBBY,Level-02,02.002,4,VAV,"VAV0046, VAV0047, VAV0048, VAV0050",4,0
SSC,entity:SSC_02-003_Corridor,2.003 CORRIDOR,Level-02,02.003,1,VAV,VAV0049,1,0
SSC,entity:SSC_02-004_Corridor,2.004 CORRIDOR,Level-02,02.004,1,VAV,VAV0043,1,0
SSC,entity:SSC_02-005_Executive-Conference-Room,2.005 EXECUTIVE CONFERENCE ROOM,Level-02,02.005,3,VAV,"VAV0041, VAV0042, VAV0051",0,3
SSC,entity:SSC_02-006_Conference-Room,2.006 CONFERENCE ROOM,Level-02,02.006,2,VAV,"VAV0040, VAV0052",2,0
SSC,entity:SSC_03-001_Directors-Office,3.001 DIRECTOR S OFFICE,Level-03,03.001,1,VAV,VAV0070,0,1
SSC,entity:SSC_03-002_Director-Meeting-Room,3.002 DIRECTOR MEETING ROOM,Level-03,03.002,2,VAV,"VAV0068, VAV0069",0,2
SSC,entity:SSC_03-003_Researcher-Office,3.003 RESEARCHER OFFICE,Level-03,03.003,1,VAV,VAV0067,1,0
SSC,entity:SSC_03-004_Visitors-Cubicle,3.004 VISITOR S CUBICLE,Level-03,03.004,1,VAV,VAV0066,1,0
SSC,entity:SSC_03-005_Researcher-Office,3.005 RESEARCHER OFFICE,Level-03,03.005,1,VAV,VAV0065,1,0
SSC,entity:SSC_03-006A_Room,3.006A ROOM,Level-03,03.006A,1,VAV,VAV0062,1,0
SSC,entity:SSC_03-006B_Room,3.006B ROOM,Level-03,03.006B,1,VAV,VAV0064,1,0
SSC,entity:SSC_03-007_Operations-Managers,3.007 OPERATIONS MANAGERS,Level-03,03.007,1,VAV,VAV0061,1,0
SSC,entity:SSC_03-008_Visitors-Cubicle,3.008 VISITOR S CUBICLE,Level-03,03.008,1,VAV,VAV0060,1,0
SSC,entity:SSC_03-009_Researcher-Office,3.009 RESEARCHER OFFICE,Level-03,03.009,1,VAV,VAV0059,1,0
SSC,entity:SSC_03-010_Researcher-Office,3.010 RESEARCHER OFFICE,Level-03,03.010,1,VAV,VAV0058,1,0
SSC,entity:SSC_03-011_Visitors-Cubicle,3.011 VISITOR S CUBICLE,Level-03,03.011,1,VAV,VAV0057,1,0
SSC,entity:SSC_03-012_Researcher-Office,3.012 RESEARCHER OFFICE,Level-03,03.012,1,VAV,VAV0056,1,0
SSC,entity:SSC_03-013_Researcher-Office,3.013 RESEARCHER OFFICE,Level-03,03.013,1,VAV,VAV0055,1,0
SSC,entity:SSC_03-014_Visitors-Cubicle,3.014 VISITOR S CUBICLE,Level-03,03.014,1,VAV,VAV0054,1,0
SSC,entity:SSC_03-015_Researcher-Office,3.015 RESEARCHER OFFICE,Level-03,03.015,1,VAV,VAV0053,1,0
SSC,entity:SSC_03-016_Lounge,3.016 LOUNGE,Level-03,03.016,3,VAV,"VAV0096, VAV0097, VAV0098",3,0
SSC,entity:SSC_03-017_Researcher-Office,3.017 RESEARCHER OFFICE,Level-03,03.017,1,VAV,VAV0095,1,0
SSC,entity:SSC_03-018_Visitors-Cubicle,3.018 VISITOR S CUBICLE,Level-03,03.018,1,VAV,VAV0094,1,0
SSC,entity:SSC_03-019_IT-Managers-Office,3.019 IT MANAGERS OFFICE,Level-03,03.019,1,VAV,VAV0093,1,0
SSC,entity:SSC_03-020_Researcher-Office,3.020 RESEARCHER OFFICE,Level-03,03.020,1,VAV,VAV0092,1,0
SSC,entity:SSC_03-021_Visitors-Cubicle,3.021 VISITOR S CUBICLE,Level-03,03.021,1,VAV,VAV0091,1,0
SSC,entity:SSC_03-022_Researcher-Office,3.022 RESEARCHER OFFICE,Level-03,03.022,1,VAV,VAV0090,1,0
SSC,entity:SSC_03-023_Researcher-Office,3.023 RESEARCHER OFFICE,Level-03,03.023,1,VAV,VAV0089,1,0
SSC,entity:SSC_03-024_Visitors-Cubicle,3.024 VISITOR S CUBICLE,Level-03,03.024,1,VAV,VAV0088,1,0
SSC,entity:SSC_03-025_Secretarial-Area,3.025 SECRETARIAL AREA,Level-03,03.025,1,VAV,VAV0087,1,0
SSC,entity:SSC_03-026_Meeting-Room,3.026 MEETING ROOM,Level-03,03.026,3,VAV,"VAV0084, VAV0085, VAV0086",3,0
SSC,entity:SSC_03-027_Researcher-Office,3.027 RESEARCHER OFFICE,Level-03,03.027,1,VAV,VAV0083,1,0
SSC,entity:SSC_03-028_Visitors-Cubicle,3.028 VISITOR S CUBICLE,Level-03,03.028,1,VAV,VAV0082,1,0
SSC,entity:SSC_03-029_Researcher-Office,3.029 RESEARCHER OFFICE,Level-03,03.029,1,VAV,VAV0081,1,0
SSC,entity:SSC_03-030_Assoc-Directors-Meeting-Room,3.030 ASSOC DIRECTORS MEETING ROOM,Level-03,03.030,2,VAV,"VAV0079, VAV0080",0,2
SSC,entity:SSC_03-031_Assoc-Directors-Office,3.031 ASSOC DIRECTORS OFFICE,Level-03,03.031,2,VAV,"VAV0076, VAV0078",2,0
SSC,entity:SSC_03-032_General-Office-Area,3.032 GENERAL OFFICE AREA,Level-03,03.032,8,VAV,"VAV0071, VAV0072, VAV0073, VAV0074, VAV0075, VAV0077, VAV0107, VAV0108",8,0
SSC,entity:SSC_03-033_Printing,3.033 PRINTING,Level-03,03.033,1,FCU,FCU0011,1,0
SSC,entity:SSC_03-034_Corridor,3.034 CORRIDOR,Level-03,03.034,4,VAV,"VAV0099, VAV0103, VAV0104, VAV0105",4,0
SSC,entity:SSC_03-041_Corridor,3.041 CORRIDOR,Level-03,03.041,2,VAV,"VAV0100, VAV0102",2,0
SSC,entity:SSC_03-042_Corridor,3.042 CORRIDOR,Level-03,03.042,2,VAV,"VAV0101, VAV0106",2,0
SSC,entity:SSC_B-008_Vent-Plant,B.008 VENT PLANT,Level-B1,B.008,1,AHU,AHUB_0004,0,1
SSC,entity:SSC_B-013_Chilled-Water,B.013 CHILLED WATER,Level-B1,B.013,1,AHU,AHUB_0001,0,1
SSC,entity:SSC_B-014_Vent-Plant,B.014 VENT PLANT,Level-B1,B.014,3,AHU,"AHUB_0002, AHUB_0003, AHUB_0005",0,3
SSC,entity:SSC_B-015_Entrance,B.015 ENTRANCE,Level-B1,B.015,1,VAV,VAV0001,1,0
SSC,entity:SSC_B-016_Sprinkler-And-Water,B.016 SPRINKLER AND WATER,Level-B1,B.016,1,FCU,FCU0001,0,1
SSC,entity:SSC_B-025_Main-Sec-Control-Room,B.025 MAIN SEC CONTROL ROOM,Level-B1,B.025,1,FCU,FCU0002,0,1
SSC,entity:SSC_B-030_Corridor,B.030 CORRIDOR,Level-B1,B.030,1,FCU,FCU0003,0,1
HQ,entity:HQ_1-001_Finance-Clerical-Secretaries,1.001 FINANCE CLERICAL SECRETARIES,Level-1,1.001,1,VAV,VAV0073,1,0
HQ,entity:HQ_1-002_Finance-Manager,1.002 FINANCE MANAGER,Level-1,1.002,1,VAV,VAV0074,0,1
HQ,entity:HQ_1-003_Finance-Manager,1.003 FINANCE MANAGER,Level-1,1.003,1,VAV,VAV0075,0,1
HQ,entity:HQ_1-004_Finance-Manager,1.004 FINANCE MANAGER,Level-1,1.004,1,VAV,VAV0076,0,1
HQ,entity:HQ_1-005_Finance-Secretary,1.005 FINANCE SECRETARY,Level-1,1.005,1,VAV,VAV0077,1,0
HQ,entity:HQ_1-006_Finance-Profstaff,1.006 FINANCE PROFSTAFF,Level-1,1.006,1,VAV,VAV0078,1,0
HQ,entity:HQ_1-007_Finance-Clerical-Profstaff,1.007 FINANCE CLERICAL PROFSTAFF,Level-1,1.007,1,VAV,VAV0079,1,0
HQ,entity:HQ_1-011_Finance-Manager,1.011 FINANCE MANAGER,Level-1,1.011,1,VAV,VAV0054,0,1
HQ,entity:HQ_1-012_Finance-Manager,1.012 FINANCE MANAGER,Level-1,1.012,1,VAV,VAV0055,0,1
HQ,entity:HQ_1-013_Finance-Manager,1.013 FINANCE MANAGER,Level-1,1.013,1,VAV,VAV0056,0,1
HQ,entity:HQ_1-014_Finance-Profstaff,1.014 FINANCE PROFSTAFF,Level-1,1.014,1,VAV,VAV0057,1,0
HQ,entity:HQ_1-015_Finance-Profstaff,1.015 FINANCE PROFSTAFF,Level-1,1.015,1,VAV,VAV0058,1,0
HQ,entity:HQ_1-016_Finance-Secretary,1.016 FINANCE SECRETARY,Level-1,1.016,1,VAV,VAV0059,1,0
HQ,entity:HQ_1-017_Finance-Director-Ensuit,1.017 FINANCE DIRECTOR ENSUIT,Level-1,1.017,1,VAV,VAV0060,0,1
HQ,entity:HQ_1-018_Finance-Manager,1.018 FINANCE MANAGER,Level-1,1.018,1,VAV,VAV0061,0,1
HQ,entity:HQ_1-019_Finance-Manager,1.019 FINANCE MANAGER,Level-1,1.019,1,VAV,VAV0062,0,1
HQ,entity:HQ_1-020_Finance-Manager,1.020 FINANCE MANAGER,Level-1,1.020,1,VAV,VAV0063,0,1
HQ,entity:HQ_1-021_Finance-Secretary,1.021 FINANCE SECRETARY,Level-1,1.021,1,VAV,VAV0064,1,0
HQ,entity:HQ_1-022_Finance-Secretary,1.022 FINANCE SECRETARY,Level-1,1.022,1,VAV,VAV0065,1,0
HQ,entity:HQ_1-023_Finance-Audit,1.023 FINANCE AUDIT,Level-1,1.023,1,VAV,VAV0066,1,0
HQ,entity:HQ_1-024_Finance-Audit,1.024 FINANCE AUDIT,Level-1,1.024,1,VAV,VAV0067,1,0
HQ,entity:HQ_1-025_Finance-Profstaff,1.025 FINANCE PROFSTAFF,Level-1,1.025,1,VAV,VAV0068,1,0
HQ,entity:HQ_1-026_Finance-Profstaff,1.026 FINANCE PROFSTAFF,Level-1,1.026,1,VAV,VAV0069,1,0
HQ,entity:HQ_1-027_Finance-Auditor,1.027 FINANCE AUDITOR,Level-1,1.027,1,VAV,VAV0070,0,1
HQ,entity:HQ_1-028_Finance-Manager,1.028 FINANCE MANAGER,Level-1,1.028,1,VAV,VAV0071,0,1
HQ,entity:HQ_1-029_Finance-Manager,1.029 FINANCE MANAGER,Level-1,1.029,1,VAV,VAV0072,0,1
HQ,entity:HQ_1-101_Staff-Lounge,1.101 STAFF LOUNGE,Level-1,1.101,5,VAV,"VAV0083, VAV0084, VAV0085, VAV0086, VAV0096",0,5
HQ,entity:HQ_1-105_Prayer-Room,1.105 PRAYER ROOM,Level-1,1.105,1,VAV,VAV0091,0,1
HQ,entity:HQ_1-106_Finance-Cashier,1.106 FINANCE CASHIER,Level-1,1.106,1,VAV,VAV0092,1,0
HQ,entity:HQ_1-108_Finance-Meeting-Room,1.108 FINANCE MEETING ROOM,Level-1,1.108,1,VAV,VAV0087,1,0
HQ,entity:HQ_1-109_Consultant-Space-Trainees,1.109 CONSULTANT SPACE TRAINEES,Level-1,1.109,2,VAV,"VAV0088, VAV0089",2,0
HQ,entity:HQ_1-111_Finance-Record-Storage,1.111 FINANCE RECORD STORAGE,Level-1,1.111,1,VAV,VAV0100,1,0
HQ,entity:HQ_1-112_Print-Copy,1.112 PRINT COPY,Level-1,1.112,1,FCU,FCU0022,1,0
HQ,entity:HQ_1-114_Staff-Lounge-Storage,1.114 STAFF LOUNGE STORAGE,Level-1,1.114,1,FCU,FCU0114,0,1
HQ,entity:HQ_1-115_Finance-Auditor,1.115 FINANCE AUDITOR,Level-1,1.115,1,VAV,VAV0095,1,0
HQ,entity:HQ_1-116_Finance-Secure-Room,1.116 FINANCE SECURE ROOM,Level-1,1.116,1,VAV,VAV0093,1,0
HQ,entity:HQ_1-117_Finance-Auditor,1.117 FINANCE AUDITOR,Level-1,1.117,1,VAV,VAV0094,1,0
HQ,entity:HQ_1-401_Ground-Floor-Vip-Entrance,1.401 GROUND FLOOR VIP ENTRANCE,Level-1,1.401,3,VAV,"VAV0080, VAV0081, VAV0082",0,3
HQ,entity:HQ_1-512_IDF-Room,1.512 IDF ROOM,Level-1,1.512,1,FCU,FCU0021,0,1
HQ,entity:HQ_1-531_IDF-Room,1.531 IDF ROOM,Level-1,1.531,2,FCU,"FCU0019, FCU0020",0,2
HQ,entity:HQ_1-601_Corridor,1.601 CORRIDOR,Level-1,1.601,1,VAV,VAV0099,1,0
HQ,entity:HQ_1-602_Corridor,1.602 CORRIDOR,Level-1,1.602,2,VAV,"VAV0097, VAV0098",0,2
HQ,entity:HQ_1-701_Staff-Cafeteria,1.701 STAFF CAFETERIA,Level-1,1.701,2,VAV,"VAV0107, VAV0108",0,2
HQ,entity:HQ_1-702_Food-Heat-Up,1.702 FOOD HEAT UP,Level-1,1.702,1,VAV,VAV0101,1,0
HQ,entity:HQ_1-706_Washing-Area,1.706 WASHING AREA,Level-1,1.706,1,VAV,VAV0102,1,0
HQ,entity:HQ_2-001_Storage-Room,2.001 STORAGE ROOM,Level-2,2.001,1,VAV,VAV0154,1,0
HQ,entity:HQ_2-002_Doha-Debate-Executive,2.002 DOHA DEBATE EXECUTIVE,Level-2,2.002,1,VAV,VAV0153,0,1
HQ,entity:HQ_2-003_Doha-Debate-Executive,2.003 DOHA DEBATE EXECUTIVE,Level-2,2.003,1,VAV,VAV0152,0,1
HQ,entity:HQ_2-004_Doha-Debate-Secretary,2.004 DOHA DEBATE SECRETARY,Level-2,2.004,1,VAV,VAV0151,1,0
HQ,entity:HQ_2-005_Doha-Debate-Executive,2.005 DOHA DEBATE EXECUTIVE,Level-2,2.005,1,VAV,VAV0150,0,1
HQ,entity:HQ_2-006_Doha-Debate-Executive,2.006 DOHA DEBATE EXECUTIVE,Level-2,2.006,1,VAV,VAV0149,0,1
HQ,entity:HQ_2-007_Doha-Debate-Executive,2.007 DOHA DEBATE EXECUTIVE,Level-2,2.007,1,VAV,VAV0148,0,1
HQ,entity:HQ_2-008_Doha-Debate-Executive,2.008 DOHA DEBATE EXECUTIVE,Level-2,2.008,1,VAV,VAV0147,0,1
HQ,entity:HQ_2-009_Supp-Ser-Secretary,2.009 SUPP SER SECRETARY,Level-2,2.009,1,VAV,VAV0146,1,0
HQ,entity:HQ_2-010_Suppservadminist,2.010 SUPPSERVADMINIST,Level-2,2.010,1,VAV,VAV0145,1,0
HQ,entity:HQ_2-011_Suppservadminist,2.011 SUPPSERVADMINIST,Level-2,2.011,1,VAV,VAV0144,1,0
HQ,entity:HQ_2-012_Suppservadminist,2.012 SUPPSERVADMINIST,Level-2,2.012,1,VAV,VAV0143,1,0
HQ,entity:HQ_2-013_Supp-Ser-Secretary,2.013 SUPP SER SECRETARY,Level-2,2.013,1,VAV,VAV0142,1,0
HQ,entity:HQ_2-014_Suppservadminist,2.014 SUPPSERVADMINIST,Level-2,2.014,1,VAV,VAV0141,1,0
HQ,entity:HQ_2-015_Suppservadminist,2.015 SUPPSERVADMINIST,Level-2,2.015,1,VAV,VAV0140,1,0
HQ,entity:HQ_2-016_Suppservadminist,2.016 SUPPSERVADMINIST,Level-2,2.016,1,VAV,VAV0139,1,0
HQ,entity:HQ_2-017_Supp-Ser-Secretary,2.017 SUPP SER SECRETARY,Level-2,2.017,1,VAV,VAV0138,1,0
