subject,subjectType,predicate,object,objectType,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val
entity:QNL_B_158_FACULTY_CARRELS,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.158 FACULTY CARRELS,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_159_FACULTY_CARRELS,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.159 FACULTY CARRELS,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_160_FACULTY_CARRELS,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.160 FACULTY CARRELS,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_161_FACULTY_CARRELS,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.161 FACULTY CARRELS,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_162_FACULTY_CARRELS,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.162 FACULTY CARRELS,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_163_FACULTY_CARRELS,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.163 FACULTY CARRELS,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_164_FACULTY_CARRELS,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.164 FACULTY CARRELS,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_165_FACULTY_CARRELS,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.165 FACULTY CARRELS,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_166_FACULTY_CARRELS,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.166 FACULTY CARRELS,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_167_FACULTY_CARRELS,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.167 FACULTY CARRELS,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_168_FACULTY_CARRELS,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.168 FACULTY CARRELS,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_169_FACULTY_CARRELS,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.169 FACULTY CARRELS,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_200_DIGITIZATION,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.200 DIGITIZATION,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_201_REST_ROOM_MEN,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.201 REST ROOM MEN,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_202_REST_ROOM_WOMEN,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.202 REST ROOM WOMEN,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_203_STORAGE_ROOM,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.203 STORAGE ROOM,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_204_TECHNICAL_SERVICES,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.204 TECHNICAL SERVICES,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_205_INSTRUCTION_PRESENTATION,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.205 INSTRUCTION PRESENTATION,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_206_INSTRUCTION_OUTREACH,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.206 INSTRUCTION OUTREACH,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_207_PRESEARCHERS_READING_AREA,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.207 PRESEARCHERS READING AREA,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_208_PROF_LIBRARIAN,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.208 PROF LIBRARIAN,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_209_CONSERVATION_WORK_AREA,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.209 CONSERVATION WORK AREA,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_210_FM_STORAGE,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.210 FM STORAGE,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_211_PH_PLANT_ROOM,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.211 PH PLANT ROOM,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_213_MISTING_SYSTEM,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.213 MISTING SYSTEM,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_214_COR_CORRIDOR6,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.214 COR CORRIDOR6,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_214_IDF_IDF_ROOM,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.214 IDF IDF ROOM,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_215_IDF_FM_STORAGE,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.215 IDF FM STORAGE,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_215A_IDF,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.215A IDF,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_220_PLANT_ROOM_04,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.220 PLANT ROOM 04,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_221_MAINTENANCE,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.221 MAINTENANCE,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_222_IDF,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.222 IDF,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_223_VENTILATON,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.223 VENTILATON,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_224_CORRIDOR,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.224 CORRIDOR,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_225_VENTILATON,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.225 VENTILATON,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_226_PUMP_ROOM,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.226 PUMP ROOM,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_227_CORRIDOR,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.227 CORRIDOR,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_AT-04A_ST-04A,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.AT-04A ST-04A,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_L-1_L-1,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.L-1 L-1,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_L-15_L-15,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.L-15 L-15,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_L-2_L-2,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.L-2 L-2,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_L-3_L-3,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.L-3 L-3,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_L-4_L-4,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.L-4 L-4,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_ST-01_ST-01,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.ST-01 ST-01,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_ST-02_ST-02,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.ST-02 ST-02,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_ST-03_ST-03,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.ST-03 ST-03,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_ST-05_ST-05,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.ST-05 ST-05,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_ST-11_ST-11,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.ST-11 ST-11,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_ST-12_ST-12,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.ST-12 ST-12,,,,,,,,,,,,,,,,,,,,
entity:QNL_B_ST-04_ST-04,rec:Room,rec:isPartOf,entity:QNL_B,rec:BasementLevel,rdfs:label_en,B.ST-04 ST-04,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_154_CORRIDOR,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.154 CORRIDOR,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_155_SECURITY_ROOM,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.155 SECURITY ROOM,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_156_M2_HVAC_SHAFT,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.156 M2 HVAC SHAFT,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_157_E2_ELEC_SHAFT,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.157 E2 ELEC SHAFT,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_158_M1_HVAC_SHAFT,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.158 M1 HVAC SHAFT,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_159_E1_ELEC_SHAFT,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.159 E1 ELEC SHAFT,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_160_M3_HVAC_SHAFT,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.160 M3 HVAC SHAFT,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_161_N2_PIPE_SHAFT,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.161 N2 PIPE SHAFT,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_162_STORE,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.162 STORE,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_001_OPEN_READING_AREA,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.001 OPEN READING AREA,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_002_BRAILLE_READER,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.002 BRAILLE READER,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_002A_GREEM_ROOM,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.002A GREEM ROOM,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_003_TUTORING_HEAD,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.003 TUTORING HEAD,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_004_WRITING_ROOM1,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.004 WRITING ROOM1,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_005_WRITING_ROOM2,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.005 WRITING ROOM2,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_006_WRITING_HEAD,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.006 WRITING HEAD,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_007_STUDENT_CARRLES,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.007 STUDENT CARRLES,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_020_INFO_LITERACY_INSTR1,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.020 INFO LITERACY INSTR1,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_021_INFO_LITERACY_INSTR2,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.021 INFO LITERACY INSTR2,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_022_COMPUTER_CLASSROOM,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.022 COMPUTER CLASSROOM,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_023_1_CORRIDOR,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.023 1 CORRIDOR,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_023_2_CORRIDOR,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.023 2 CORRIDOR,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_023_3_CORRIDOR,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.023 3 CORRIDOR,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_024_REST_ROOM_MEN,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.024 REST ROOM MEN,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_025_REST_ROOM_WOMEN,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.025 REST ROOM WOMEN,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_026_GROUP_STUDY_ROOM1,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.026 GROUP STUDY ROOM1,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_027_GROUP_STUDY_ROOM2,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.027 GROUP STUDY ROOM2,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_028_GROUP_STUDY_ROOM3,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.028 GROUP STUDY ROOM3,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_029_GROUP_STUDY_ROOM4,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.029 GROUP STUDY ROOM4,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_030_ICT_ROOM_02,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.030 ICT ROOM 02,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_040_HEAD_LIBRARIAN_OFFICE,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.040 HEAD LIBRARIAN OFFICE,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_041_MULTPURPOSE_ROOM,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.041 MULTPURPOSE ROOM,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_042_LOBBY,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.042 LOBBY,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_043_BABY_CHAN,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.043 BABY CHAN,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_044_BREAST_FEEDING,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.044 BREAST FEEDING,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_045_FEMALE_TOILET,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.045 FEMALE TOILET,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_046_MALE_TOILET,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.046 MALE TOILET,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_047_CHILDREN_LIBRARY_-_PRE_SCHOOL_READING_&_PLAYING,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.047 CHILDREN LIBRARY - PRE SCHOOL READING & PLAYING,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_048_STAFF_OFFICE,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.048 STAFF OFFICE,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_049_STORAGE,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.049 STORAGE,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_050_STROLLER_PARKING,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.050 STROLLER PARKING,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_061_REST_ROOM_MEN,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.061 REST ROOM MEN,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_062_REST_ROOM_WOMEN,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.062 REST ROOM WOMEN,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_063_MEDIA_STUDIO_1,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.063 MEDIA STUDIO 1,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_064_STORAGE,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.064 STORAGE,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_065_MEDIA_STUDIO_1,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.065 MEDIA STUDIO 1,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_067_FRO_FRONT_KITCHEN,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.067 FRO FRONT KITCHEN,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_067_RES_RESTAURANT,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.067 RES RESTAURANT,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_080_PUBLIC_SERVICE,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.080 PUBLIC SERVICE,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_081_BIBLIOGRANHER1,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.081 BIBLIOGRANHER1,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_082_BIBLIOGRAPHER2,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.082 BIBLIOGRAPHER2,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_083_SPEC_COLL&ARCH,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.083 SPEC COLL&ARCH,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_084_R&L_SERVICES,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.084 R&L SERVICES,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_085_ADPUBLIC_SERVICE,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.085 ADPUBLIC SERVICE,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_086_REF_LIBRARIAN_1,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.086 REF LIBRARIAN 1,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_087_REF_LIBRARIAN_2,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.087 REF LIBRARIAN 2,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_088_REF_LIBRARIAN_3,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.088 REF LIBRARIAN 3,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_089_REF_LIBRARIAN_4,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.089 REF LIBRARIAN 4,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_090_REF_LIBRARIAN_5,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.090 REF LIBRARIAN 5,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_091_REF_LIBRARIAN_6,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.091 REF LIBRARIAN 6,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_092_REF_LIBRARIAN_7,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.092 REF LIBRARIAN 7,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_093_REF_LIBRARIAN_8,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.093 REF LIBRARIAN 8,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_094_REF_LIBRARIAN_9,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.094 REF LIBRARIAN 9,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_095_REF_LIBRARIAN_10,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.095 REF LIBRARIAN 10,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_096_REF_LIBRARIAN_11,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.096 REF LIBRARIAN 11,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_097_REF_LIBRARIAN_12,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.097 REF LIBRARIAN 12,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_098_STORAGE,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.098 STORAGE,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_099_IDF_ROOM_02,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.099 IDF ROOM 02,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_100_AERIAL_PLATFORM_PARKING,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.100 AERIAL PLATFORM PARKING,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_101_REST_ROOMMEN,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.101 REST ROOMMEN,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_102_REST_ROOM_WOMEN,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.102 REST ROOM WOMEN,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_104_FEM_PRAYER_ROOM_FEMALE,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.104 FEM PRAYER ROOM FEMALE,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_104_MEL_PRAYER_ROOM_MALE,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.104 MEL PRAYER ROOM MALE,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_105_ABLUTIONMEN,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.105 ABLUTIONMEN,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_106_ABLUTIONWOMEN,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.106 ABLUTIONWOMEN,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_130_PUBLIS_SPACE,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.130 PUBLIS SPACE,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_142_LEARNING_COMMONS,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.142 LEARNING COMMONS,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_153_FURNITURE_STORAGE,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.153 FURNITURE STORAGE,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_L-1_L-1,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.L-1 L-1,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_L-2_L-2,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.L-2 L-2,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_L-3_L-3,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.L-3 L-3,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_L-4_L-4,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.L-4 L-4,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_L-5_L-5,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.L-5 L-5,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_RP-10_RP-10,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.RP-10 RP-10,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_ST-01_ST-01,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.ST-01 ST-01,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_ST-02_ST-02,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.ST-02 ST-02,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_ST-03_ST-03,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.ST-03 ST-03,,,,,,,,,,,,,,,,,,,,
entity:QNL_L1_ST-10_ST-10,rec:Room,rec:isPartOf,entity:QNL_L1,rec:Level,rdfs:label_en,L1.ST-10 ST-10,,,,,,,,,,,,,,,,,,,,
