old_identifier,new_identifier,kind
entity:QNL_FCU_2F_051_RmTemp,entity:QNL_FCU-2F-051_Room-Temperature,point
entity:QNL_FCU_2F_051_ValveFbk,entity:QNL_FCU-2F-051_Valve-Position-Feedback,point
entity:QNL_FCU_2F_052,entity:QNL_FCU-2F-052,equipment
entity:QNL_FCU_2F_052_CalcEntryScheduledHrs,entity:QNL_FCU-2F-052_Scheduledpm-Hours,point
entity:QNL_FCU_2F_052_CalcEntryUnscheduledHrs,entity:QNL_FCU-2F-052_Unscheduled-Outage-Hours,point
entity:QNL_FCU_2F_052_EffectiveSP,entity:QNL_FCU-2F-052_Effective-Temperature-Setpoint,point
entity:QNL_FCU_2F_052_RmTemp,entity:QNL_FCU-2F-052_Room-Temperature,point
entity:QNL_FCU_2F_052_ValveFbk,entity:QNL_FCU-2F-052_Valve-Position-Feedback,point
entity:QNL_FCU_2F_053,entity:QNL_FCU-2F-053,equipment
entity:QNL_FCU_2F_053_CalcEntryScheduledHrs,entity:QNL_FCU-2F-053_Scheduledpm-Hours,point
entity:QNL_FCU_2F_053_CalcEntryUnscheduledHrs,entity:QNL_FCU-2F-053_Unscheduled-Outage-Hours,point
entity:QNL_FCU_2F_053_EffectiveSP,entity:QNL_FCU-2F-053_Effective-Temperature-Setpoint,point
entity:QNL_FCU_2F_053_RmTemp,entity:QNL_FCU-2F-053_Room-Temperature,point
entity:QNL_FCU_2F_053_ValveFbk,entity:QNL_FCU-2F-053_Valve-Position-Feedback,point
entity:QNL_FCU_2F_054,entity:QNL_FCU-2F-054,equipment
entity:QNL_FCU_2F_054_CalcEntryScheduledHrs,entity:QNL_FCU-2F-054_Scheduledpm-Hours,point
entity:QNL_FCU_2F_054_CalcEntryUnscheduledHrs,entity:QNL_FCU-2F-054_Unscheduled-Outage-Hours,point
entity:QNL_FCU_2F_054_EffectiveSP,entity:QNL_FCU-2F-054_Effective-Temperature-Setpoint,point
entity:QNL_FCU_2F_054_RtnAirTemp,entity:QNL_FCU-2F-054_Return-Air-Temperature,point
entity:QNL_FCU_2F_054_RtnTempSP,entity:QNL_FCU-2F-054_Return-Air-Temperature-Setpoint,point
entity:QNL_FCU_2F_054_ValveFbk,entity:QNL_FCU-2F-054_Valve-Position-Feedback,point
entity:QNL_FCU_2F_055,entity:QNL_FCU-2F-055,equipment
entity:QNL_FCU_2F_055_CalcEntryScheduledHrs,entity:QNL_FCU-2F-055_Scheduledpm-Hours,point
entity:QNL_FCU_2F_055_CalcEntryUnscheduledHrs,entity:QNL_FCU-2F-055_Unscheduled-Outage-Hours,point
entity:QNL_FCU_2F_055_EffectiveSP,entity:QNL_FCU-2F-055_Effective-Temperature-Setpoint,point
entity:QNL_FCU_2F_055_RtnAirTemp,entity:QNL_FCU-2F-055_Return-Air-Temperature,point
entity:QNL_FCU_2F_055_RtnTempSP,entity:QNL_FCU-2F-055_Return-Air-Temperature-Setpoint,point
entity:QNL_FCU_2F_055_ValveFbk,entity:QNL_FCU-2F-055_Valve-Position-Feedback,point
entity:QNL_FCU_2F_056,entity:QNL_FCU-2F-056,equipment
entity:QNL_FCU_2F_056_CalcEntryScheduledHrs,entity:QNL_FCU-2F-056_Scheduledpm-Hours,point
entity:QNL_FCU_2F_056_CalcEntryUnscheduledHrs,entity:QNL_FCU-2F-056_Unscheduled-Outage-Hours,point
entity:QNL_FCU_2F_056_EffectiveSP,entity:QNL_FCU-2F-056_Effective-Temperature-Setpoint,point
entity:QNL_FCU_2F_056_RtnAirTemp,entity:QNL_FCU-2F-056_Return-Air-Temperature,point
entity:QNL_FCU_2F_056_RtnTempSP,entity:QNL_FCU-2F-056_Return-Air-Temperature-Setpoint,point
entity:QNL_FCU_2F_056_ValveFbk,entity:QNL_FCU-2F-056_Valve-Position-Feedback,point
entity:QNL_FCU_2F_057,entity:QNL_FCU-2F-057,equipment
entity:QNL_FCU_2F_057_CalcEntryScheduledHrs,entity:QNL_FCU-2F-057_Scheduledpm-Hours,point
entity:QNL_FCU_2F_057_CalcEntryUnscheduledHrs,entity:QNL_FCU-2F-057_Unscheduled-Outage-Hours,point
entity:QNL_FCU_2F_057_EffectiveSP,entity:QNL_FCU-2F-057_Effective-Temperature-Setpoint,point
entity:QNL_FCU_2F_057_RtnAirTemp,entity:QNL_FCU-2F-057_Return-Air-Temperature,point
entity:QNL_FCU_2F_057_RtnTempSP,entity:QNL_FCU-2F-057_Return-Air-Temperature-Setpoint,point
entity:QNL_FCU_2F_057_ValveFbk,entity:QNL_FCU-2F-057_Valve-Position-Feedback,point
entity:QNL_FCU_2F_058,entity:QNL_FCU-2F-058,equipment
entity:QNL_FCU_2F_058_CalcEntryScheduledHrs,entity:QNL_FCU-2F-058_Scheduledpm-Hours,point
entity:QNL_FCU_2F_058_CalcEntryUnscheduledHrs,entity:QNL_FCU-2F-058_Unscheduled-Outage-Hours,point
entity:QNL_FCU_2F_058_EffectiveSP,entity:QNL_FCU-2F-058_Effective-Temperature-Setpoint,point
entity:QNL_FCU_2F_058_RtnAirTemp,entity:QNL_FCU-2F-058_Return-Air-Temperature,point
entity:QNL_FCU_2F_058_RtnTempSP,entity:QNL_FCU-2F-058_Return-Air-Temperature-Setpoint,point
entity:QNL_FCU_2F_058_ValveFbk,entity:QNL_FCU-2F-058_Valve-Position-Feedback,point
entity:QNL_FCU_2F_059,entity:QNL_FCU-2F-059,equipment
entity:QNL_FCU_2F_059_CalcEntryScheduledHrs,entity:QNL_FCU-2F-059_Scheduledpm-Hours,point
entity:QNL_FCU_2F_059_CalcEntryUnscheduledHrs,entity:QNL_FCU-2F-059_Unscheduled-Outage-Hours,point
entity:QNL_FCU_2F_059_EffectiveSP,entity:QNL_FCU-2F-059_Effective-Temperature-Setpoint,point
entity:QNL_FCU_2F_059_RtnAirTemp,entity:QNL_FCU-2F-059_Return-Air-Temperature,point
entity:QNL_FCU_2F_059_RtnTempSP,entity:QNL_FCU-2F-059_Return-Air-Temperature-Setpoint,point
entity:QNL_FCU_2F_059_ValveFbk,entity:QNL_FCU-2F-059_Valve-Position-Feedback,point
entity:QNL_FCU_2F_060,entity:QNL_FCU-2F-060,equipment
entity:QNL_FCU_2F_060_CalcEntryScheduledHrs,entity:QNL_FCU-2F-060_Scheduledpm-Hours,point
entity:QNL_FCU_2F_060_CalcEntryUnscheduledHrs,entity:QNL_FCU-2F-060_Unscheduled-Outage-Hours,point
entity:QNL_FCU_2F_060_EffectiveSP,entity:QNL_FCU-2F-060_Effective-Temperature-Setpoint,point
entity:QNL_FCU_2F_060_RtnAirTemp,entity:QNL_FCU-2F-060_Return-Air-Temperature,point
entity:QNL_FCU_2F_060_RtnTempSP,entity:QNL_FCU-2F-060_Return-Air-Temperature-Setpoint,point
entity:QNL_FCU_2F_060_ValveFbk,entity:QNL_FCU-2F-060_Valve-Position-Feedback,point
entity:QNL_FCU_2F_061,entity:QNL_FCU-2F-061,equipment
entity:QNL_FCU_2F_061_CalcEntryScheduledHrs,entity:QNL_FCU-2F-061_Scheduledpm-Hours,point
entity:QNL_FCU_2F_061_CalcEntryUnscheduledHrs,entity:QNL_FCU-2F-061_Unscheduled-Outage-Hours,point
entity:QNL_FCU_2F_061_EffectiveSP,entity:QNL_FCU-2F-061_Effective-Temperature-Setpoint,point
entity:QNL_FCU_2F_061_RtnAirTemp,entity:QNL_FCU-2F-061_Return-Air-Temperature,point
entity:QNL_FCU_2F_061_RtnTempSP,entity:QNL_FCU-2F-061_Return-Air-Temperature-Setpoint,point
entity:QNL_FCU_2F_061_ValveFbk,entity:QNL_FCU-2F-061_Valve-Position-Feedback,point
entity:QNL_FCU_2F_062,entity:QNL_FCU-2F-062,equipment
entity:QNL_FCU_2F_062_CalcEntryScheduledHrs,entity:QNL_FCU-2F-062_Scheduledpm-Hours,point
entity:QNL_FCU_2F_062_CalcEntryUnscheduledHrs,entity:QNL_FCU-2F-062_Unscheduled-Outage-Hours,point
entity:QNL_FCU_2F_062_EffectiveSP,entity:QNL_FCU-2F-062_Effective-Temperature-Setpoint,point
entity:QNL_FCU_2F_062_RtnAirTemp,entity:QNL_FCU-2F-062_Return-Air-Temperature,point
entity:QNL_FCU_2F_062_RtnTempSP,entity:QNL_FCU-2F-062_Return-Air-Temperature-Setpoint,point
entity:QNL_FCU_2F_062_ValveFbk,entity:QNL_FCU-2F-062_Valve-Position-Feedback,point
entity:QNL_FCU_B_001,entity:QNL_FCU-B-001,equipment
entity:QNL_FCU_B_001_CalcEntryScheduledHrs,entity:QNL_FCU-B-001_Scheduledpm-Hours,point
entity:QNL_FCU_B_001_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-001_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_001_EffectiveSP,entity:QNL_FCU-B-001_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_001_RmTemp,entity:QNL_FCU-B-001_Room-Temperature,point
entity:QNL_FCU_B_001_ValveFbk,entity:QNL_FCU-B-001_Valve-Position-Feedback,point
entity:QNL_FCU_B_002,entity:QNL_FCU-B-002,equipment
entity:QNL_FCU_B_002_CalcEntryScheduledHrs,entity:QNL_FCU-B-002_Scheduledpm-Hours,point
entity:QNL_FCU_B_002_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-002_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_002_EffectiveSP,entity:QNL_FCU-B-002_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_002_RmTemp,entity:QNL_FCU-B-002_Room-Temperature,point
entity:QNL_FCU_B_002_ValveFbk,entity:QNL_FCU-B-002_Valve-Position-Feedback,point
entity:QNL_FCU_B_003,entity:QNL_FCU-B-003,equipment
entity:QNL_FCU_B_003_CalcEntryScheduledHrs,entity:QNL_FCU-B-003_Scheduledpm-Hours,point
entity:QNL_FCU_B_003_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-003_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_003_EffectiveSP,entity:QNL_FCU-B-003_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_003_RmTemp,entity:QNL_FCU-B-003_Room-Temperature,point
entity:QNL_FCU_B_003_ValveFbk,entity:QNL_FCU-B-003_Valve-Position-Feedback,point
entity:QNL_FCU_B_004,entity:QNL_FCU-B-004,equipment
entity:QNL_FCU_B_004_CalcEntryScheduledHrs,entity:QNL_FCU-B-004_Scheduledpm-Hours,point
entity:QNL_FCU_B_004_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-004_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_004_EffectiveSP,entity:QNL_FCU-B-004_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_004_RmTemp,entity:QNL_FCU-B-004_Room-Temperature,point
entity:QNL_FCU_B_004_ValveFbk,entity:QNL_FCU-B-004_Valve-Position-Feedback,point
entity:QNL_FCU_B_005,entity:QNL_FCU-B-005,equipment
entity:QNL_FCU_B_005_CalcEntryScheduledHrs,entity:QNL_FCU-B-005_Scheduledpm-Hours,point
entity:QNL_FCU_B_005_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-005_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_005_EffectiveSP,entity:QNL_FCU-B-005_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_005_RmTemp,entity:QNL_FCU-B-005_Room-Temperature,point
entity:QNL_FCU_B_005_ValveFbk,entity:QNL_FCU-B-005_Valve-Position-Feedback,point
entity:QNL_FCU_B_006,entity:QNL_FCU-B-006,equipment
entity:QNL_FCU_B_006_CalcEntryScheduledHrs,entity:QNL_FCU-B-006_Scheduledpm-Hours,point
entity:QNL_FCU_B_006_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-006_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_006_EffectiveSP,entity:QNL_FCU-B-006_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_006_RmTemp,entity:QNL_FCU-B-006_Room-Temperature,point
entity:QNL_FCU_B_006_ValveFbk,entity:QNL_FCU-B-006_Valve-Position-Feedback,point
entity:QNL_FCU_B_007,entity:QNL_FCU-B-007,equipment
entity:QNL_FCU_B_007_CalcEntryScheduledHrs,entity:QNL_FCU-B-007_Scheduledpm-Hours,point
entity:QNL_FCU_B_007_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-007_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_007_EffectiveSP,entity:QNL_FCU-B-007_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_007_RmTemp,entity:QNL_FCU-B-007_Room-Temperature,point
entity:QNL_FCU_B_007_ValveFbk,entity:QNL_FCU-B-007_Valve-Position-Feedback,point
entity:QNL_FCU_B_008,entity:QNL_FCU-B-008,equipment
entity:QNL_FCU_B_008_CalcEntryScheduledHrs,entity:QNL_FCU-B-008_Scheduledpm-Hours,point
entity:QNL_FCU_B_008_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-008_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_008_EffectiveSP,entity:QNL_FCU-B-008_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_008_RmTemp,entity:QNL_FCU-B-008_Room-Temperature,point
entity:QNL_FCU_B_008_ValveFbk,entity:QNL_FCU-B-008_Valve-Position-Feedback,point
entity:QNL_FCU_B_009,entity:QNL_FCU-B-009,equipment
entity:QNL_FCU_B_009_CalcEntryScheduledHrs,entity:QNL_FCU-B-009_Scheduledpm-Hours,point
entity:QNL_FCU_B_009_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-009_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_009_EffectiveSP,entity:QNL_FCU-B-009_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_009_RmTemp,entity:QNL_FCU-B-009_Room-Temperature,point
entity:QNL_FCU_B_009_ValveFbk,entity:QNL_FCU-B-009_Valve-Position-Feedback,point
entity:QNL_FCU_B_010,entity:QNL_FCU-B-010,equipment
entity:QNL_FCU_B_010_CalcEntryScheduledHrs,entity:QNL_FCU-B-010_Scheduledpm-Hours,point
entity:QNL_FCU_B_010_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-010_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_010_EffectiveSP,entity:QNL_FCU-B-010_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_010_RmTemp,entity:QNL_FCU-B-010_Room-Temperature,point
entity:QNL_FCU_B_010_ValveFbk,entity:QNL_FCU-B-010_Valve-Position-Feedback,point
entity:QNL_FCU_B_011,entity:QNL_FCU-B-011,equipment
entity:QNL_FCU_B_011_CalcEntryScheduledHrs,entity:QNL_FCU-B-011_Scheduledpm-Hours,point
entity:QNL_FCU_B_011_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-011_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_011_EffectiveSP,entity:QNL_FCU-B-011_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_011_RmTemp,entity:QNL_FCU-B-011_Room-Temperature,point
entity:QNL_FCU_B_011_ValveFbk,entity:QNL_FCU-B-011_Valve-Position-Feedback,point
entity:QNL_FCU_B_012,entity:QNL_FCU-B-012,equipment
entity:QNL_FCU_B_012_CalcEntryScheduledHrs,entity:QNL_FCU-B-012_Scheduledpm-Hours,point
entity:QNL_FCU_B_012_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-012_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_012_EffectiveSP,entity:QNL_FCU-B-012_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_012_RmTemp,entity:QNL_FCU-B-012_Room-Temperature,point
entity:QNL_FCU_B_012_ValveFbk,entity:QNL_FCU-B-012_Valve-Position-Feedback,point
entity:QNL_FCU_B_013,entity:QNL_FCU-B-013,equipment
entity:QNL_FCU_B_013_CalcEntryScheduledHrs,entity:QNL_FCU-B-013_Scheduledpm-Hours,point
entity:QNL_FCU_B_013_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-013_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_013_EffectiveSP,entity:QNL_FCU-B-013_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_013_RmTemp,entity:QNL_FCU-B-013_Room-Temperature,point
entity:QNL_FCU_B_013_ValveFbk,entity:QNL_FCU-B-013_Valve-Position-Feedback,point
entity:QNL_FCU_B_014,entity:QNL_FCU-B-014,equipment
entity:QNL_FCU_B_014_CalcEntryScheduledHrs,entity:QNL_FCU-B-014_Scheduledpm-Hours,point
entity:QNL_FCU_B_014_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-014_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_014_EffectiveSP,entity:QNL_FCU-B-014_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_014_RmTemp,entity:QNL_FCU-B-014_Room-Temperature,point
entity:QNL_FCU_B_014_ValveFbk,entity:QNL_FCU-B-014_Valve-Position-Feedback,point
entity:QNL_FCU_B_015,entity:QNL_FCU-B-015,equipment
entity:QNL_FCU_B_015_CalcEntryScheduledHrs,entity:QNL_FCU-B-015_Scheduledpm-Hours,point
entity:QNL_FCU_B_015_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-015_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_015_EffectiveSP,entity:QNL_FCU-B-015_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_015_RmTemp,entity:QNL_FCU-B-015_Room-Temperature,point
entity:QNL_FCU_B_015_ValveFbk,entity:QNL_FCU-B-015_Valve-Position-Feedback,point
entity:QNL_FCU_B_016,entity:QNL_FCU-B-016,equipment
entity:QNL_FCU_B_016_CalcEntryScheduledHrs,entity:QNL_FCU-B-016_Scheduledpm-Hours,point
entity:QNL_FCU_B_016_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-016_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_016_EffectiveSP,entity:QNL_FCU-B-016_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_016_RmTemp,entity:QNL_FCU-B-016_Room-Temperature,point
entity:QNL_FCU_B_016_ValveFbk,entity:QNL_FCU-B-016_Valve-Position-Feedback,point
entity:QNL_FCU_B_017,entity:QNL_FCU-B-017,equipment
entity:QNL_FCU_B_017_CalcEntryScheduledHrs,entity:QNL_FCU-B-017_Scheduledpm-Hours,point
entity:QNL_FCU_B_017_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-017_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_017_EffectiveSP,entity:QNL_FCU-B-017_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_017_RmTemp,entity:QNL_FCU-B-017_Room-Temperature,point
entity:QNL_FCU_B_017_ValveFbk,entity:QNL_FCU-B-017_Valve-Position-Feedback,point
entity:QNL_FCU_B_018,entity:QNL_FCU-B-018,equipment
entity:QNL_FCU_B_018_CalcEntryScheduledHrs,entity:QNL_FCU-B-018_Scheduledpm-Hours,point
entity:QNL_FCU_B_018_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-018_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_018_EffectiveSP,entity:QNL_FCU-B-018_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_018_RmTemp,entity:QNL_FCU-B-018_Room-Temperature,point
entity:QNL_FCU_B_018_ValveFbk,entity:QNL_FCU-B-018_Valve-Position-Feedback,point
entity:QNL_FCU_B_019,entity:QNL_FCU-B-019,equipment
entity:QNL_FCU_B_019_CalcEntryScheduledHrs,entity:QNL_FCU-B-019_Scheduledpm-Hours,point
entity:QNL_FCU_B_019_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-019_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_019_EffectiveSP,entity:QNL_FCU-B-019_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_019_RmTemp,entity:QNL_FCU-B-019_Room-Temperature,point
entity:QNL_FCU_B_019_ValveFbk,entity:QNL_FCU-B-019_Valve-Position-Feedback,point
entity:QNL_FCU_B_020,entity:QNL_FCU-B-020,equipment
entity:QNL_FCU_B_020_CalcEntryScheduledHrs,entity:QNL_FCU-B-020_Scheduledpm-Hours,point
entity:QNL_FCU_B_020_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-020_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_020_EffectiveSP,entity:QNL_FCU-B-020_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_020_RmTemp,entity:QNL_FCU-B-020_Room-Temperature,point
entity:QNL_FCU_B_020_ValveFbk,entity:QNL_FCU-B-020_Valve-Position-Feedback,point
entity:QNL_FCU_B_021,entity:QNL_FCU-B-021,equipment
entity:QNL_FCU_B_021_CalcEntryScheduledHrs,entity:QNL_FCU-B-021_Scheduledpm-Hours,point
entity:QNL_FCU_B_021_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-021_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_021_EffectiveSP,entity:QNL_FCU-B-021_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_021_RmTemp,entity:QNL_FCU-B-021_Room-Temperature,point
entity:QNL_FCU_B_021_ValveFbk,entity:QNL_FCU-B-021_Valve-Position-Feedback,point
entity:QNL_FCU_B_022,entity:QNL_FCU-B-022,equipment
entity:QNL_FCU_B_022_CalcEntryScheduledHrs,entity:QNL_FCU-B-022_Scheduledpm-Hours,point
entity:QNL_FCU_B_022_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-022_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_022_EffectiveSP,entity:QNL_FCU-B-022_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_022_RmTemp,entity:QNL_FCU-B-022_Room-Temperature,point
entity:QNL_FCU_B_022_ValveFbk,entity:QNL_FCU-B-022_Valve-Position-Feedback,point
entity:QNL_FCU_B_023,entity:QNL_FCU-B-023,equipment
entity:QNL_FCU_B_023_CalcEntryScheduledHrs,entity:QNL_FCU-B-023_Scheduledpm-Hours,point
entity:QNL_FCU_B_023_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-023_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_023_EffectiveSP,entity:QNL_FCU-B-023_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_023_RmTemp,entity:QNL_FCU-B-023_Room-Temperature,point
entity:QNL_FCU_B_023_ValveFbk,entity:QNL_FCU-B-023_Valve-Position-Feedback,point
entity:QNL_FCU_B_024,entity:QNL_FCU-B-024,equipment
entity:QNL_FCU_B_024_CalcEntryScheduledHrs,entity:QNL_FCU-B-024_Scheduledpm-Hours,point
entity:QNL_FCU_B_024_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-024_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_024_EffectiveSP,entity:QNL_FCU-B-024_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_024_RmTemp,entity:QNL_FCU-B-024_Room-Temperature,point
entity:QNL_FCU_B_024_ValveFbk,entity:QNL_FCU-B-024_Valve-Position-Feedback,point
entity:QNL_FCU_B_025,entity:QNL_FCU-B-025,equipment
entity:QNL_FCU_B_025_CalcEntryScheduledHrs,entity:QNL_FCU-B-025_Scheduledpm-Hours,point
entity:QNL_FCU_B_025_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-025_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_025_EffectiveSP,entity:QNL_FCU-B-025_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_025_RmTemp,entity:QNL_FCU-B-025_Room-Temperature,point
entity:QNL_FCU_B_025_ValveFbk,entity:QNL_FCU-B-025_Valve-Position-Feedback,point
entity:QNL_FCU_B_026,entity:QNL_FCU-B-026,equipment
entity:QNL_FCU_B_026_CalcEntryScheduledHrs,entity:QNL_FCU-B-026_Scheduledpm-Hours,point
entity:QNL_FCU_B_026_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-026_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_026_EffectiveSP,entity:QNL_FCU-B-026_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_026_RmTemp,entity:QNL_FCU-B-026_Room-Temperature,point
entity:QNL_FCU_B_026_ValveFbk,entity:QNL_FCU-B-026_Valve-Position-Feedback,point
entity:QNL_FCU_B_027,entity:QNL_FCU-B-027,equipment
entity:QNL_FCU_B_027_CalcEntryScheduledHrs,entity:QNL_FCU-B-027_Scheduledpm-Hours,point
entity:QNL_FCU_B_027_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-027_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_027_EffectiveSP,entity:QNL_FCU-B-027_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_027_RtnAirTemp,entity:QNL_FCU-B-027_Return-Air-Temperature,point
entity:QNL_FCU_B_027_RtnTempSP,entity:QNL_FCU-B-027_Return-Air-Temperature-Setpoint,point
entity:QNL_FCU_B_027_ValveFbk,entity:QNL_FCU-B-027_Valve-Position-Feedback,point
entity:QNL_FCU_B_028,entity:QNL_FCU-B-028,equipment
entity:QNL_FCU_B_028_CalcEntryScheduledHrs,entity:QNL_FCU-B-028_Scheduledpm-Hours,point
entity:QNL_FCU_B_028_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-028_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_028_EffectiveSP,entity:QNL_FCU-B-028_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_028_RtnAirTemp,entity:QNL_FCU-B-028_Return-Air-Temperature,point
entity:QNL_FCU_B_028_RtnTempSP,entity:QNL_FCU-B-028_Return-Air-Temperature-Setpoint,point
entity:QNL_FCU_B_028_ValveFbk,entity:QNL_FCU-B-028_Valve-Position-Feedback,point
entity:QNL_FCU_B_029,entity:QNL_FCU-B-029,equipment
entity:QNL_FCU_B_029_CalcEntryScheduledHrs,entity:QNL_FCU-B-029_Scheduledpm-Hours,point
entity:QNL_FCU_B_029_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-029_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_029_EffectiveSP,entity:QNL_FCU-B-029_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_029_RtnAirTemp,entity:QNL_FCU-B-029_Return-Air-Temperature,point
entity:QNL_FCU_B_029_RtnTempSP,entity:QNL_FCU-B-029_Return-Air-Temperature-Setpoint,point
entity:QNL_FCU_B_029_ValveFbk,entity:QNL_FCU-B-029_Valve-Position-Feedback,point
entity:QNL_FCU_B_030,entity:QNL_FCU-B-030,equipment
entity:QNL_FCU_B_030_CalcEntryScheduledHrs,entity:QNL_FCU-B-030_Scheduledpm-Hours,point
entity:QNL_FCU_B_030_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-030_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_030_EffectiveSP,entity:QNL_FCU-B-030_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_030_RmTemp,entity:QNL_FCU-B-030_Room-Temperature,point
entity:QNL_FCU_B_030_ValveFbk,entity:QNL_FCU-B-030_Valve-Position-Feedback,point
entity:QNL_FCU_B_031,entity:QNL_FCU-B-031,equipment
entity:QNL_FCU_B_031_CalcEntryScheduledHrs,entity:QNL_FCU-B-031_Scheduledpm-Hours,point
entity:QNL_FCU_B_031_CalcEntryUnscheduledHrs,entity:QNL_FCU-B-031_Unscheduled-Outage-Hours,point
entity:QNL_FCU_B_031_EffectiveSP,entity:QNL_FCU-B-031_Effective-Temperature-Setpoint,point
entity:QNL_FCU_B_031_RmTemp,entity:QNL_FCU-B-031_Room-Temperature,point
entity:QNL_FCU_B_031_ValveFbk,entity:QNL_FCU-B-031_Valve-Position-Feedback,point
entity:QNL_FCU_B_032,entity:QNL_FCU-B-032,equipment
